tR,logk,c(KOH) /mM,Alcohol (1/0),MAXDN,PJI2,Lop,IVDE,JGI1,JGI2,JGI3,JGT,SPH,PJI3,DISPv,DISPp,Mor29u,Mor31u,Mor11m,Mor14m,Mor17m,Mor19m,Mor24m,Mor29m,Mor11v,Mor31v,Mor10e,Mor16e,Mor20e,Mor29e,Mor24p,Mor31p,G1u,G2u,G3u,G2m,G3m,E1m,G1v,G2v,G3v,G1e,G2e,G3e,G1p,G3p,G1s,E1s,Gu,ISH,HATS1m,HATS2m,HATS4m,R3m,R2m+,R5m+,R6e+
5.533,0.674,62,0,2.716,0.667,1.193,1.522,0.25,0.127,0.107,0.531,0.633,0.667,1.266,0.088,0.066,-0.094,0.285,0.158,-0.132,0.05,0.096,0.049,0.075,-0.042,-0.32,0.096,-0.193,0.148,0.03,-0.017,0.188,0.219,0.235,0.188,0.188,0.453,0.188,0.188,0.188,0.188,0.205,0.188,0.188,0.188,0.231,0.623,0.213,0.857,0.092,0.146,0.206,0.718,0.096,0.071,0.061
5.317,0.653,66,0,2.716,0.667,1.193,1.522,0.25,0.127,0.107,0.531,0.633,0.667,1.266,0.088,0.066,-0.094,0.285,0.158,-0.132,0.05,0.096,0.049,0.075,-0.042,-0.32,0.096,-0.193,0.148,0.03,-0.017,0.188,0.219,0.235,0.188,0.188,0.453,0.188,0.188,0.188,0.188,0.205,0.188,0.188,0.188,0.231,0.623,0.213,0.857,0.092,0.146,0.206,0.718,0.096,0.071,0.061
5.117,0.624,70,0,2.716,0.667,1.193,1.522,0.25,0.127,0.107,0.531,0.633,0.667,1.266,0.088,0.066,-0.094,0.285,0.158,-0.132,0.05,0.096,0.049,0.075,-0.042,-0.32,0.096,-0.193,0.148,0.03,-0.017,0.188,0.219,0.235,0.188,0.188,0.453,0.188,0.188,0.188,0.188,0.205,0.188,0.188,0.188,0.231,0.623,0.213,0.857,0.092,0.146,0.206,0.718,0.096,0.071,0.061
4.95,0.606,74,0,2.716,0.667,1.193,1.522,0.25,0.127,0.107,0.531,0.633,0.667,1.266,0.088,0.066,-0.094,0.285,0.158,-0.132,0.05,0.096,0.049,0.075,-0.042,-0.32,0.096,-0.193,0.148,0.03,-0.017,0.188,0.219,0.235,0.188,0.188,0.453,0.188,0.188,0.188,0.188,0.205,0.188,0.188,0.188,0.231,0.623,0.213,0.857,0.092,0.146,0.206,0.718,0.096,0.071,0.061
4.767,0.594,78,0,2.716,0.667,1.193,1.522,0.25,0.127,0.107,0.531,0.633,0.667,1.266,0.088,0.066,-0.094,0.285,0.158,-0.132,0.05,0.096,0.049,0.075,-0.042,-0.32,0.096,-0.193,0.148,0.03,-0.017,0.188,0.219,0.235,0.188,0.188,0.453,0.188,0.188,0.188,0.188,0.205,0.188,0.188,0.188,0.231,0.623,0.213,0.857,0.092,0.146,0.206,0.718,0.096,0.071,0.061
4.617,0.568,82,0,2.716,0.667,1.193,1.522,0.25,0.127,0.107,0.531,0.633,0.667,1.266,0.088,0.066,-0.094,0.285,0.158,-0.132,0.05,0.096,0.049,0.075,-0.042,-0.32,0.096,-0.193,0.148,0.03,-0.017,0.188,0.219,0.235,0.188,0.188,0.453,0.188,0.188,0.188,0.188,0.205,0.188,0.188,0.188,0.231,0.623,0.213,0.857,0.092,0.146,0.206,0.718,0.096,0.071,0.061
4.467,0.559,86,0,2.716,0.667,1.193,1.522,0.25,0.127,0.107,0.531,0.633,0.667,1.266,0.088,0.066,-0.094,0.285,0.158,-0.132,0.05,0.096,0.049,0.075,-0.042,-0.32,0.096,-0.193,0.148,0.03,-0.017,0.188,0.219,0.235,0.188,0.188,0.453,0.188,0.188,0.188,0.188,0.205,0.188,0.188,0.188,0.231,0.623,0.213,0.857,0.092,0.146,0.206,0.718,0.096,0.071,0.061
4.35,0.534,90,0,2.716,0.667,1.193,1.522,0.25,0.127,0.107,0.531,0.633,0.667,1.266,0.088,0.066,-0.094,0.285,0.158,-0.132,0.05,0.096,0.049,0.075,-0.042,-0.32,0.096,-0.193,0.148,0.03,-0.017,0.188,0.219,0.235,0.188,0.188,0.453,0.188,0.188,0.188,0.188,0.205,0.188,0.188,0.188,0.231,0.623,0.213,0.857,0.092,0.146,0.206,0.718,0.096,0.071,0.061
4.2,0.524,94,0,2.716,0.667,1.193,1.522,0.25,0.127,0.107,0.531,0.633,0.667,1.266,0.088,0.066,-0.094,0.285,0.158,-0.132,0.05,0.096,0.049,0.075,-0.042,-0.32,0.096,-0.193,0.148,0.03,-0.017,0.188,0.219,0.235,0.188,0.188,0.453,0.188,0.188,0.188,0.188,0.205,0.188,0.188,0.188,0.231,0.623,0.213,0.857,0.092,0.146,0.206,0.718,0.096,0.071,0.061
4.1,0.501,98,0,2.716,0.667,1.193,1.522,0.25,0.127,0.107,0.531,0.633,0.667,1.266,0.088,0.066,-0.094,0.285,0.158,-0.132,0.05,0.096,0.049,0.075,-0.042,-0.32,0.096,-0.193,0.148,0.03,-0.017,0.188,0.219,0.235,0.188,0.188,0.453,0.188,0.188,0.188,0.188,0.205,0.188,0.188,0.188,0.231,0.623,0.213,0.857,0.092,0.146,0.206,0.718,0.096,0.071,0.061
1.8,-0.113,2,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
1.783,-0.09,6,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
1.767,-0.099,10,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
1.767,-0.099,14,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
1.75,-0.108,18,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
1.75,-0.108,22,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
1.734,-0.117,26,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
1.733,-0.118,30,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
1.717,-0.127,34,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
1.717,-0.127,38,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
1.7,-0.12,42,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
1.683,-0.13,46,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
1.683,-0.148,50,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
1.683,-0.148,54,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
1.667,-0.14,58,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
1.667,-0.14,62,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
1.65,-0.169,66,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
1.65,-0.169,70,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
1.634,-0.161,74,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
1.633,-0.162,78,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
1.633,-0.18,82,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
1.617,-0.191,86,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
1.617,-0.191,90,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
1.617,-0.191,94,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
1.6,-0.203,98,1,3.003,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.582,0.598,0.795,0.048,0.104,0.062,0.148,0.352,-0.215,0.083,0.288,0.128,0.209,0.006,-0.55,0.751,0.201,0.186,0.061,0.036,0.175,0.175,0.187,0.187,0.198,0.466,0.198,0.219,0.175,0.198,0.175,0.198,0.175,0.198,0.218,0.517,0.179,0.843,0.081,0.102,0.244,0.78,0.056,0.052,0.047
19.934,1.309,2,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
16.434,1.196,6,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
13.967,1.121,10,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
12.217,1.058,14,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
10.867,1.002,18,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
9.817,0.953,22,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
8.967,0.909,26,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
8.267,0.87,30,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
7.617,0.837,34,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
7.117,0.804,38,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
6.684,0.772,42,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
6.317,0.743,46,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
6,0.708,50,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
5.7,0.69,54,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
5.45,0.666,58,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
5.217,0.634,62,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
5.017,0.622,66,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
4.833,0.593,70,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
4.683,0.585,74,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
4.517,0.556,78,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
4.367,0.546,82,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
4.234,0.519,86,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
4.117,0.503,90,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
4,0.487,94,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
3.884,0.47,98,0,3.197,0.75,1.792,1.459,0.273,0.159,0.063,0.565,0.574,0.789,3.801,0.169,0.026,0.309,0.152,0.148,-0.062,0.072,0.143,0.011,0.209,0.119,-0.393,-0.176,0.097,0.114,0.1,0.155,0.204,0.204,0.179,0.179,0.254,0.589,0.179,0.204,0.204,0.179,0.179,0.179,0.204,0.204,0.218,0.766,0.195,0.843,0.093,0.113,0.291,0.836,0.058,0.065,0.054
