tR,logk,c(KOH) /mM,Alcohol (1/0),MAXDN,PJI2,Lop,IVDE,JGI1,JGI2,JGI3,JGT,SPH,PJI3,DISPv,DISPp,Mor29u,Mor31u,Mor11m,Mor14m,Mor17m,Mor19m,Mor24m,Mor29m,Mor11v,Mor31v,Mor10e,Mor16e,Mor20e,Mor29e,Mor24p,Mor31p,G1u,G2u,G3u,G2m,G3m,E1m,G1v,G2v,G3v,G1e,G2e,G3e,G1p,G3p,G1s,E1s,Gu,ISH,HATS1m,HATS2m,HATS4m,R3m,R2m+,R5m+,R6e+
8.6,0.897,62,0,3.619,1,1.11,1.762,0.271,0.123,0.076,0.622,0.675,0.866,1.466,0.097,0.001,-0.04,0.235,0.058,0.359,0.211,-0.046,0.113,0.111,-0.034,0.838,0.233,0.152,0.128,-0.114,0.023,0.154,0.165,0.209,0.181,0.197,0.553,0.154,0.17,0.17,0.154,0.165,0.176,0.154,0.165,0.181,0.62,0.175,0.923,0.08,0.089,0.129,0.825,0.047,0.039,0.032
8.2,0.866,66,0,3.619,1,1.11,1.762,0.271,0.123,0.076,0.622,0.675,0.866,1.466,0.097,0.001,-0.04,0.235,0.058,0.359,0.211,-0.046,0.113,0.111,-0.034,0.838,0.233,0.152,0.128,-0.114,0.023,0.154,0.165,0.209,0.181,0.197,0.553,0.154,0.17,0.17,0.154,0.165,0.176,0.154,0.165,0.181,0.62,0.175,0.923,0.08,0.089,0.129,0.825,0.047,0.039,0.032
7.834,0.851,70,0,3.619,1,1.11,1.762,0.271,0.123,0.076,0.622,0.675,0.866,1.466,0.097,0.001,-0.04,0.235,0.058,0.359,0.211,-0.046,0.113,0.111,-0.034,0.838,0.233,0.152,0.128,-0.114,0.023,0.154,0.165,0.209,0.181,0.197,0.553,0.154,0.17,0.17,0.154,0.165,0.176,0.154,0.165,0.181,0.62,0.175,0.923,0.08,0.089,0.129,0.825,0.047,0.039,0.032
7.517,0.831,74,0,3.619,1,1.11,1.762,0.271,0.123,0.076,0.622,0.675,0.866,1.466,0.097,0.001,-0.04,0.235,0.058,0.359,0.211,-0.046,0.113,0.111,-0.034,0.838,0.233,0.152,0.128,-0.114,0.023,0.154,0.165,0.209,0.181,0.197,0.553,0.154,0.17,0.17,0.154,0.165,0.176,0.154,0.165,0.181,0.62,0.175,0.923,0.08,0.089,0.129,0.825,0.047,0.039,0.032
7.2,0.809,78,0,3.619,1,1.11,1.762,0.271,0.123,0.076,0.622,0.675,0.866,1.466,0.097,0.001,-0.04,0.235,0.058,0.359,0.211,-0.046,0.113,0.111,-0.034,0.838,0.233,0.152,0.128,-0.114,0.023,0.154,0.165,0.209,0.181,0.197,0.553,0.154,0.17,0.17,0.154,0.165,0.176,0.154,0.165,0.181,0.62,0.175,0.923,0.08,0.089,0.129,0.825,0.047,0.039,0.032
6.884,0.778,82,0,3.619,1,1.11,1.762,0.271,0.123,0.076,0.622,0.675,0.866,1.466,0.097,0.001,-0.04,0.235,0.058,0.359,0.211,-0.046,0.113,0.111,-0.034,0.838,0.233,0.152,0.128,-0.114,0.023,0.154,0.165,0.209,0.181,0.197,0.553,0.154,0.17,0.17,0.154,0.165,0.176,0.154,0.165,0.181,0.62,0.175,0.923,0.08,0.089,0.129,0.825,0.047,0.039,0.032
6.65,0.761,86,0,3.619,1,1.11,1.762,0.271,0.123,0.076,0.622,0.675,0.866,1.466,0.097,0.001,-0.04,0.235,0.058,0.359,0.211,-0.046,0.113,0.111,-0.034,0.838,0.233,0.152,0.128,-0.114,0.023,0.154,0.165,0.209,0.181,0.197,0.553,0.154,0.17,0.17,0.154,0.165,0.176,0.154,0.165,0.181,0.62,0.175,0.923,0.08,0.089,0.129,0.825,0.047,0.039,0.032
6.417,0.742,90,0,3.619,1,1.11,1.762,0.271,0.123,0.076,0.622,0.675,0.866,1.466,0.097,0.001,-0.04,0.235,0.058,0.359,0.211,-0.046,0.113,0.111,-0.034,0.838,0.233,0.152,0.128,-0.114,0.023,0.154,0.165,0.209,0.181,0.197,0.553,0.154,0.17,0.17,0.154,0.165,0.176,0.154,0.165,0.181,0.62,0.175,0.923,0.08,0.089,0.129,0.825,0.047,0.039,0.032
6.184,0.723,94,0,3.619,1,1.11,1.762,0.271,0.123,0.076,0.622,0.675,0.866,1.466,0.097,0.001,-0.04,0.235,0.058,0.359,0.211,-0.046,0.113,0.111,-0.034,0.838,0.233,0.152,0.128,-0.114,0.023,0.154,0.165,0.209,0.181,0.197,0.553,0.154,0.17,0.17,0.154,0.165,0.176,0.154,0.165,0.181,0.62,0.175,0.923,0.08,0.089,0.129,0.825,0.047,0.039,0.032
5.984,0.706,98,0,3.619,1,1.11,1.762,0.271,0.123,0.076,0.622,0.675,0.866,1.466,0.097,0.001,-0.04,0.235,0.058,0.359,0.211,-0.046,0.113,0.111,-0.034,0.838,0.233,0.152,0.128,-0.114,0.023,0.154,0.165,0.209,0.181,0.197,0.553,0.154,0.17,0.17,0.154,0.165,0.176,0.154,0.165,0.181,0.62,0.175,0.923,0.08,0.089,0.129,0.825,0.047,0.039,0.032
14.567,1.11,2,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
12.2,1.049,6,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
10.5,0.986,10,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
9.3,0.927,14,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
8.334,0.874,18,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
7.583,0.827,22,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
6.967,0.784,26,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
6.45,0.745,30,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
5.983,0.706,34,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
5.6,0.681,38,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
5.3,0.652,42,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
5.017,0.613,46,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
4.783,0.587,50,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
4.567,0.571,54,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
4.384,0.539,58,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
4.2,0.524,62,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
4.067,0.496,66,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
3.934,0.487,70,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
3.8,0.457,74,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
3.683,0.439,78,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
3.567,0.42,82,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
3.467,0.413,86,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
3.383,0.398,90,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
3.284,0.38,94,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
3.2,0.353,98,0,2.747,0.667,0.861,1.522,0.25,0.143,0.063,0.543,0.572,0.493,1.194,0.089,0.152,0.006,-0.074,-0.003,0.003,0.227,0.206,0.134,0.003,0.032,0.439,-0.056,0.039,0.252,0.071,0.055,0.219,0.188,0.188,0.219,0.188,0.371,0.188,0.205,0.219,0.219,0.219,0.188,0.188,0.219,0.231,0.474,0.198,0.88,0.089,0.156,0.234,0.831,0.107,0.065,0.049
5.283,0.614,2,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
5.167,0.62,6,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
5.034,0.615,10,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
4.917,0.602,14,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
4.8,0.589,18,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
4.684,0.575,22,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
4.567,0.562,26,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
4.483,0.551,30,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
4.334,0.542,34,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
4.267,0.524,38,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
4.184,0.512,42,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
4.1,0.511,46,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
4.017,0.499,50,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
3.934,0.487,54,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
3.867,0.467,58,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
3.8,0.467,62,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
3.734,0.447,66,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
3.667,0.446,70,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
3.617,0.438,74,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
3.55,0.427,78,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
3.5,0.408,82,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
3.45,0.399,86,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
3.4,0.391,90,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
3.35,0.381,94,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
3.3,0.372,98,1,3.186,1,2.006,1.538,0.239,0.125,0.059,0.564,0.693,0.885,1.899,0.121,-0.105,0.216,0.289,0.175,0.12,0.606,0.29,0.178,0.102,0.111,0.033,-0.25,0.629,0.119,0.221,0.181,0.178,0.173,0.204,0.163,0.163,0.491,0.168,0.163,0.163,0.168,0.153,0.163,0.168,0.153,0.195,0.522,0.185,0.812,0.067,0.077,0.124,0.761,0.039,0.032,0.038
